CountryName,CountryCode,Year,Total Population,Urban population (% of total)
High income,HIC,1967,988482490.0,66.7032369372658
High income: nonOECD,NOC,1967,206694312.0,62.1490105235629
High income: OECD,OEC,1967,781788178.0,67.82908039551471
Latin America & Caribbean (all income levels),LCN,1967,266776414.0,54.76576850642761
Latin America & Caribbean (developing only),LAC,1967,217234323.0,50.77113174152501
Least developed countries: UN classification,LDC,1967,286104466.0,11.680051310418902
Low & middle income,LMY,1967,2476722661.0,23.8167126227089
Low income,LIC,1967,184342945.0,13.7156825639517
Lower middle income,LMC,1967,1106416461.0,21.672864203432106
Middle East & North Africa (all income levels),MEA,1967,127882128.0,40.407087437933505
Middle East & North Africa (developing only),MNA,1967,117929136.0,38.918887508766296
Middle income,MIC,1967,2292379716.0,24.629394749398305
North America,NAC,1967,219176000.0,72.76219843413509
OECD members,OED,1967,861666135.0,66.0025843676356
Other small states,OSS,1967,7607586.0,18.377995693377603
Pacific island small states,PSS,1967,1066295.0,25.0342280213262
Small states,SST,1967,13387648.0,24.200550248183998
South Asia,SAS,1967,666134328.0,18.0308544431852
Sub-Saharan Africa (all income levels),SSF,1967,270477558.0,16.9480780290984
Sub-Saharan Africa (developing only),SSA,1967,270145202.0,16.9344827585537
Upper middle income,UMC,1967,1185963255.0,27.384790742958607
World,WLD,1967,3465205151.0,35.935224487846796
Afghanistan,AFG,1967,10368600.0,10.43
Albania,ALB,1967,1965598.0,31.374000000000002
Algeria,DZA,1967,13354197.0,39.004
American Samoa,ASM,1967,25116.0,69.163
Andorra,ADO,1967,20755.0,74.641
Angola,AGO,1967,5962831.0,13.440999999999999
Antigua and Barbuda,ATG,1967,62002.0,35.418
Argentina,ARG,1967,22932201.0,77.398
Armenia,ARM,1967,2332624.0,57.341
Aruba,ABW,1967,58049.0,50.67
Australia,AUS,1967,11799000.0,84.21700000000001
Austria,AUT,1967,7376998.0,65.11
Azerbaijan,AZE,1967,4832098.0,50.56399999999999
"Bahamas, The",BHS,1967,152607.0,64.73
Bahrain,BHR,1967,196203.0,83.01899999999999
Bangladesh,BGD,1967,59625294.0,6.733
Barbados,BRB,1967,236620.0,37.287
Belarus,BLR,1967,8785648.0,40.422
Belgium,BEL,1967,9580991.0,93.428
Belize,BLZ,1967,112699.0,51.86
Benin,BEN,1967,2733450.0,14.069
Bermuda,BMU,1967,52000.0,100.0
Bhutan,BTN,1967,266293.0,5.207000000000001
Bolivia,BOL,1967,4237126.0,38.861999999999995
Bosnia and Herzegovina,BIH,1967,3619997.0,24.509
Botswana,BWA,1967,631276.0,5.124
Brazil,BRA,1967,88853679.0,52.993
Brunei Darussalam,BRN,1967,112680.0,56.3
Bulgaria,BGR,1967,8310226.0,48.498999999999995
Burkina Faso,BFA,1967,5343020.0,5.4110000000000005
Burundi,BDI,1967,3235125.0,2.501
Cabo Verde,CPV,1967,248733.0,18.657
Cambodia,KHM,1967,6695460.0,12.097999999999999
Cameroon,CMR,1967,6280743.0,18.19
Canada,CAN,1967,20412000.0,74.155
Cayman Islands,CYM,1967,8518.0,100.0
Central African Republic,CAF,1967,1718558.0,25.0
Chad,TCD,1967,3436227.0,9.564
Channel Islands,CHI,1967,117475.0,36.864000000000004
Chile,CHL,1967,8995410.0,73.146
China,CHN,1967,754550000.0,17.785
Colombia,COL,1967,20311369.0,52.545
Comoros,COM,1967,214038.0,18.34
"Congo, Dem. Rep.",ZAR,1967,18378189.0,23.899
"Congo, Rep.",COG,1967,1224041.0,36.796
Costa Rica,CRI,1967,1694711.0,36.993
Cote d'Ivoire,CIV,1967,4591238.0,25.926
Croatia,HRV,1967,4339000.0,37.03
Cuba,CUB,1967,8263547.0,59.708999999999996
Curacao,CUW,1967,138140.0,77.37
Cyprus,CYP,1967,591304.0,39.21
Czech Republic,CZE,1967,9852899.0,62.978
Denmark,DNK,1967,4835354.0,78.163
Djibouti,DJI,1967,131403.0,58.403999999999996
Dominica,DMA,1967,67682.0,38.314
Dominican Republic,DOM,1967,4125107.0,37.069
Ecuador,ECU,1967,5566057.0,37.686
"Egypt, Arab Rep.",EGY,1967,32456565.0,40.399
El Salvador,SLV,1967,3383674.0,39.106
Equatorial Guinea,GNQ,1967,282445.0,26.682
Eritrea,ERI,1967,1670821.0,12.1
Estonia,EST,1967,1318946.0,62.839
Ethiopia,ETH,1967,26280771.0,8.1
Faeroe Islands,FRO,1967,37258.0,26.723000000000003
Fiji,FJI,1967,487911.0,33.604
Finland,FIN,1967,4605744.0,61.295
France,FRA,1967,50915456.0,69.357
French Polynesia,PYF,1967,100031.0,50.979
Gabon,GAB,1967,553829.0,26.883000000000003
"Gambia, The",GMB,1967,416342.0,16.379
Georgia,GEO,1967,4005800.0,46.527
Germany,DEU,1967,76951336.0,72.083
Ghana,GHA,1967,8057442.0,27.254
Greece,GRC,1967,8684088.0,61.691
Greenland,GRL,1967,41900.0,68.85300000000001
Grenada,GRD,1967,94962.0,31.656
Guam,GUM,1967,78409.0,57.68
Guatemala,GTM,1967,4993104.0,34.608000000000004
Guinea,GIN,1967,4021880.0,14.116
Guinea-Bissau,GNB,1967,673893.0,14.658
Guyana,GUY,1967,671986.0,29.289
Haiti,HTI,1967,4445531.0,18.429000000000002
Honduras,HND,1967,2486288.0,26.955
"Hong Kong SAR, China",HKG,1967,3722800.0,86.958
Hungary,HUN,1967,10216604.0,58.858999999999995
Iceland,ISL,1967,198751.0,83.62100000000001
India,IND,1967,519162069.0,19.171
Indonesia,IDN,1967,105907403.0,16.293
"Iran, Islamic Rep.",IRN,1967,26318116.0,38.556999999999995
Iraq,IRQ,1967,8947399.0,52.945
Ireland,IRL,1967,2902450.0,49.923
Isle of Man,IMY,1967,52995.0,56.31100000000001
Israel,ISR,1967,2745000.0,82.3
Italy,ITA,1967,52900500.0,62.821999999999996
Jamaica,JAM,1967,1803891.0,39.036
Japan,JPN,1967,100725000.0,69.516
Jordan,JOR,1967,1278416.0,54.957
Kazakhstan,KAZ,1967,12120504.0,48.346000000000004
Kenya,KEN,1967,10154489.0,9.209
Kiribati,KIR,1967,48440.0,21.096999999999998
"Korea, Dem. Rep.",PRK,1967,13221826.0,47.081
"Korea, Rep.",KOR,1967,30130983.0,34.971
Kuwait,KWT,1967,585831.0,82.081
Kyrgyz Republic,KGZ,1967,2736500.0,36.53
Lao PDR,LAO,1967,2495093.0,8.692
Latvia,LVA,1967,2301220.0,58.398
Lebanon,LBN,1967,2174850.0,54.386
Lesotho,LSO,1967,970972.0,7.425
Liberia,LBR,1967,1315119.0,23.622
Libya,LBY,1967,1861661.0,39.839
Liechtenstein,LIE,1967,19691.0,19.059
Lithuania,LTU,1967,3044400.0,46.483999999999995
Luxembourg,LUX,1967,334995.0,72.941
"Macao SAR, China",MAC,1967,227258.0,96.544
"Macedonia, FYR",MKD,1967,1644944.0,43.016000000000005
Madagascar,MDG,1967,6072270.0,13.074000000000002
Malawi,MWI,1967,4262013.0,5.249
Malaysia,MYS,1967,10111920.0,31.304000000000002
Maldives,MDV,1967,107488.0,11.335999999999999
Mali,MLI,1967,5706198.0,13.274000000000001
Malta,MLT,1967,311550.0,89.70200000000001
Marshall Islands,MHL,1967,18388.0,45.6
Mauritania,MRT,1967,1052285.0,11.712
Mauritius,MUS,1967,783917.0,38.985
Mexico,MEX,1967,47429553.0,56.586999999999996
"Micronesia, Fed. Sts.",FSM,1967,56324.0,24.04
Moldova,MDA,1967,2918000.0,29.345
Monaco,MCO,1967,23297.0,100.0
Mongolia,MNG,1967,1173186.0,43.181000000000004
Montenegro,MNE,1967,511742.0,24.22
Morocco,MAR,1967,14978905.0,32.896
Mozambique,MOZ,1967,8668529.0,6.229
Myanmar,MMR,1967,25218375.0,21.701
Namibia,NAM,1967,718622.0,20.929000000000002
Nepal,NPL,1967,11307139.0,3.823
Netherlands,NLD,1967,12598201.0,61.118
New Caledonia,NCL,1967,96500.0,47.646
New Zealand,NZL,1967,2724100.0,79.852
Nicaragua,NIC,1967,2189880.0,44.427
Niger,NER,1967,4144238.0,7.492999999999999
Nigeria,NGA,1967,52468593.0,17.027
Northern Mariana Islands,MNP,1967,11882.0,61.688
Norway,NOR,1967,3784539.0,60.77
Oman,OMN,1967,660117.0,25.105999999999998
Pakistan,PAK,1967,53594445.0,24.028000000000002
Palau,PLW,1967,11081.0,58.853
Panama,PAN,1967,1393800.0,45.732
Papua New Guinea,PNG,1967,2258877.0,6.712000000000001
Paraguay,PRY,1967,2289579.0,36.571
Peru,PER,1967,12282081.0,54.096000000000004
Philippines,PHL,1967,32826602.0,32.135
Poland,POL,1967,31987155.0,50.926
Portugal,PRT,1967,8874520.0,37.635999999999996
Puerto Rico,PRI,1967,2645674.0,54.31399999999999
Qatar,QAT,1967,86161.0,87.588
Romania,ROM,1967,19534242.0,38.835
Russian Federation,RUS,1967,128196000.0,59.918
Rwanda,RWA,1967,3418313.0,3.003
Samoa,WSM,1967,134194.0,19.593
San Marino,SMR,1967,18228.0,56.581
Sao Tome and Principe,STP,1967,67874.0,24.724
Saudi Arabia,SAU,1967,5196349.0,42.665
Senegal,SEN,1967,3862783.0,27.776
Seychelles,SYC,1967,49911.0,35.449
Sierra Leone,SLE,1967,2399667.0,21.765
Singapore,SGP,1967,1977600.0,100.0
Slovak Republic,SVK,1967,4449367.0,38.63
Slovenia,SVN,1967,1689528.0,34.266
Solomon Islands,SLB,1967,145354.0,7.928
Somalia,SOM,1967,3227245.0,21.02
South Africa,ZAF,1967,20707258.0,47.476000000000006
South Sudan,SSD,1967,3407754.0,8.667
Spain,ESP,1967,32682947.0,63.214
Sri Lanka,LKA,1967,11703000.0,18.364
St. Kitts and Nevis,KNA,1967,47383.0,32.196
St. Lucia,LCA,1967,99526.0,23.153000000000002
St. Vincent and the Grenadines,VCT,1967,87736.0,29.21
Sudan,SDN,1967,9299545.0,14.567
Suriname,SUR,1967,350755.0,46.644
Swaziland,SWZ,1967,411478.0,7.729
Sweden,SWE,1967,7867931.0,78.727
Switzerland,CHE,1967,5991785.0,55.483000000000004
Syrian Arab Republic,SYR,1967,5767478.0,41.332
Tajikistan,TJK,1967,2659452.0,35.96
Tanzania,TZA,1967,12406040.0,6.372999999999999
Thailand,THA,1967,33778500.0,20.444000000000003
Timor-Leste,TMP,1967,567330.0,11.946
Togo,TGO,1967,1855445.0,17.374000000000002
Tonga,TON,1967,79048.0,20.097
Trinidad and Tobago,TTO,1967,925918.0,13.273
Tunisia,TUN,1967,4832923.0,41.036
Turkey,TUR,1967,32448404.0,35.759
Turkmenistan,TKM,1967,2008148.0,47.43
Turks and Caicos Islands,TCA,1967,5589.0,50.077
Tuvalu,TUV,1967,7037.0,20.061
Uganda,UGA,1967,8580632.0,6.013999999999999
Ukraine,UKR,1967,46060456.0,52.348
United Arab Emirates,ARE,1967,171781.0,79.27199999999999
United Kingdom,GBR,1967,54943600.0,77.541
United States,USA,1967,198712000.0,72.612
Uruguay,URY,1967,2750093.0,81.749
Uzbekistan,UZB,1967,10894306.0,35.82
Vanuatu,VUT,1967,78518.0,11.718
"Venezuela, RB",VEN,1967,10528054.0,69.005
Vietnam,VNM,1967,39980000.0,17.153
Virgin Islands (U.S.),VIR,1967,50800.0,65.874
"Yemen, Rep.",YEM,1967,5827223.0,11.890999999999998
Zambia,ZMB,1967,3792864.0,26.261
Zimbabwe,ZWE,1967,4718612.0,15.727
Arab World,ARB,1968,115477026.0,37.3622729772674
Caribbean small states,CSS,1968,4770152.0,33.7006801517017
Central Europe and the Baltics,CEB,1968,97882394.0,49.6386962498077
East Asia & Pacific (all income levels),EAS,1968,1224103681.0,24.6627893022009
East Asia & Pacific (developing only),EAP,1968,1057180652.0,18.721708401508806
Euro area,EMU,1968,283966951.0,66.32905719701169
Europe & Central Asia (all income levels),ECS,1968,725949272.0,59.7842469602322
Europe & Central Asia (developing only),ECA,1968,178158722.0,43.676122993447294
European Union,EUU,1968,436916057.0,64.9421330328425
Fragile and conflict affected situations,FCS,1968,146322580.0,22.2988822408208
Heavily indebted poor countries (HIPC),HPC,1968,197828276.0,15.3698122184262
High income,HIC,1968,997332436.0,67.2688484871375
High income: nonOECD,NOC,1968,209075991.0,63.0038002809039
High income: OECD,OEC,1968,788256445.0,68.3254010728425
Latin America & Caribbean (all income levels),LCN,1968,273654630.0,55.52764842176251
Latin America & Caribbean (developing only),LAC,1968,223177427.0,51.5904685650579
Least developed countries: UN classification,LDC,1968,293663042.0,12.0442976036903
Low & middle income,LMY,1968,2538058639.0,24.0627092015136
Low income,LIC,1968,188945737.0,14.188888238362301
Lower middle income,LMC,1968,1132412768.0,21.9477893985398
Middle East & North Africa (all income levels),MEA,1968,131409183.0,41.136400659549
Middle East & North Africa (developing only),MNA,1968,121110364.0,39.582497329923
Middle income,MIC,1968,2349112902.0,24.8572816825105
North America,NAC,1968,221503000.0,73.13854969007191
OECD members,OED,1968,870346341.0,66.5013300574191
Other small states,OSS,1968,7782451.0,19.0293797081408
Pacific island small states,PSS,1968,1093173.0,25.3801647891047
Small states,SST,1968,13645776.0,24.6667901370358
South Asia,SAS,1968,681405837.0,18.233449113737198
Sub-Saharan Africa (all income levels),SSF,1968,277365472.0,17.3035700142662
Sub-Saharan Africa (developing only),SSA,1968,277025637.0,17.2901321458743
Upper middle income,UMC,1968,1216700134.0,27.562436699153
World,WLD,1968,3535391075.0,36.133525722870004
Afghanistan,AFG,1968,10599790.0,10.786
Albania,ALB,1968,2022272.0,31.445999999999998
Algeria,DZA,1968,13744383.0,39.169000000000004
American Samoa,ASM,1968,25886.0,69.574
Andorra,ADO,1968,21888.0,76.58800000000001
Angola,AGO,1968,6066094.0,13.932
Antigua and Barbuda,ATG,1968,63176.0,34.829
Argentina,ARG,1968,23261273.0,77.90100000000001
Armenia,ARM,1968,2394635.0,58.195
Aruba,ABW,1968,58385.0,50.653999999999996
Australia,AUS,1968,12009000.0,84.573
Austria,AUT,1968,7415403.0,65.15899999999999
Azerbaijan,AZE,1968,4950977.0,50.263000000000005
"Bahamas, The",BHS,1968,158629.0,65.416
Bahrain,BHR,1968,200953.0,83.275
Bangladesh,BGD,1968,61585520.0,7.0089999999999995
Barbados,BRB,1968,237199.0,37.36
Belarus,BLR,1968,8874552.0,41.588
Belgium,BEL,1968,9618756.0,93.569
Belize,BLZ,1968,116061.0,51.549
Benin,BEN,1968,2788551.0,14.902999999999999
Bermuda,BMU,1968,53000.0,100.0
Bhutan,BTN,1968,273868.0,5.487
Bolivia,BOL,1968,4324066.0,39.166
Bosnia and Herzegovina,BIH,1968,3661642.0,25.386999999999997
Botswana,BWA,1968,650730.0,5.912000000000001
Brazil,BRA,1968,91213009.0,53.97
Brunei Darussalam,BRN,1968,118176.0,58.118
Bulgaria,BGR,1968,8369603.0,49.768
Burkina Faso,BFA,1968,5434040.0,5.52
Burundi,BDI,1968,3317315.0,2.611
Cabo Verde,CPV,1968,257478.0,18.954
Cambodia,KHM,1968,6795514.0,13.290999999999999
Cameroon,CMR,1968,6437157.0,18.875
Canada,CAN,1968,20744000.0,74.66199999999999
Cayman Islands,CYM,1968,8632.0,100.0
Central African Republic,CAF,1968,1755260.0,25.815
Chad,TCD,1968,3500778.0,10.196
Channel Islands,CHI,1968,118726.0,36.604
Chile,CHL,1968,9187592.0,73.854
China,CHN,1968,774510000.0,17.656
Colombia,COL,1968,20905061.0,53.306000000000004
Comoros,COM,1968,218794.0,18.685
"Congo, Dem. Rep.",ZAR,1968,18913177.0,24.134
"Congo, Rep.",COG,1968,1259190.0,37.569
Costa Rica,CRI,1968,1746870.0,37.601
Cote d'Ivoire,CIV,1968,4794399.0,26.659000000000002
Croatia,HRV,1968,4364000.0,38.076
Cuba,CUB,1968,8413329.0,59.895
Curacao,CUW,1968,140298.0,77.734
Cyprus,CYP,1968,598491.0,39.726
Czech Republic,CZE,1968,9876346.0,63.456
Denmark,DNK,1968,4864883.0,78.69800000000001
Djibouti,DJI,1968,140461.0,59.54
Dominica,DMA,1968,69042.0,38.381
Dominican Republic,DOM,1968,4250026.0,38.104
Ecuador,ECU,1968,5730908.0,38.215
"Egypt, Arab Rep.",EGY,1968,33252275.0,40.758
El Salvador,SLV,1968,3477702.0,39.205
Equatorial Guinea,GNQ,1968,288701.0,26.773000000000003
Eritrea,ERI,1968,1713846.0,12.263
Estonia,EST,1968,1331214.0,63.577
Ethiopia,ETH,1968,26945459.0,8.26
Faeroe Islands,FRO,1968,37718.0,27.122
Fiji,FJI,1968,498887.0,33.986999999999995
Finland,FIN,1968,4626469.0,62.106
France,FRA,1968,51276054.0,70.238
French Polynesia,PYF,1968,103385.0,52.38
Gabon,GAB,1968,565878.0,28.533
"Gambia, The",GMB,1968,425509.0,17.373
Georgia,GEO,1968,4042300.0,47.025
Germany,DEU,1968,77294314.0,72.14699999999999
Ghana,GHA,1968,8221021.0,27.86
Greece,GRC,1968,8740765.0,62.543
Greenland,GRL,1968,43400.0,70.186
Grenada,GRD,1968,94875.0,31.848000000000003
Guam,GUM,1968,80219.0,58.738
Guatemala,GTM,1968,5131461.0,34.919000000000004
Guinea,GIN,1968,4094528.0,14.716
Guinea-Bissau,GNB,1968,686155.0,14.815
Guyana,GUY,1968,680068.0,29.329
Haiti,HTI,1968,4534233.0,18.866
Honduras,HND,1968,2552200.0,27.596
"Hong Kong SAR, China",HKG,1968,3802700.0,87.22
Hungary,HUN,1968,10255815.0,59.276
Iceland,ISL,1968,201488.0,84.057
India,IND,1968,530274729.0,19.366
Indonesia,IDN,1968,108821565.0,16.549
"Iran, Islamic Rep.",IRN,1968,27032944.0,39.437
Iraq,IRQ,1968,9260685.0,54.02
Ireland,IRL,1968,2915550.0,50.523999999999994
Isle of Man,IMY,1968,54289.0,56.151
Israel,ISR,1968,2803000.0,82.95200000000001
Italy,ITA,1968,53235750.0,63.309
Jamaica,JAM,1968,1823706.0,39.815
Japan,JPN,1968,101061000.0,70.316
Jordan,JOR,1968,1358918.0,55.29600000000001
Kazakhstan,KAZ,1968,12341412.0,48.997
Kenya,KEN,1968,10502250.0,9.525
Kiribati,KIR,1968,49389.0,21.863000000000003
"Korea, Dem. Rep.",PRK,1968,13608611.0,49.012
"Korea, Rep.",KOR,1968,30838302.0,36.846
Kuwait,KWT,1968,639170.0,83.37100000000001
Kyrgyz Republic,KGZ,1968,2818300.0,36.871
Lao PDR,LAO,1968,2554843.0,8.994
Latvia,LVA,1968,2323619.0,59.175
Lebanon,LBN,1968,2210965.0,56.101000000000006
Lesotho,LSO,1968,990869.0,7.8020000000000005
Liberia,LBR,1968,1348448.0,24.406999999999996
Libya,LBY,1968,1941056.0,43.07
Liechtenstein,LIE,1968,20235.0,18.855
Lithuania,LTU,1968,3078850.0,47.507
Luxembourg,LUX,1968,335850.0,73.425
"Macao SAR, China",MAC,1968,237129.0,96.715
"Macedonia, FYR",MKD,1968,1672401.0,44.364
Madagascar,MDG,1968,6232704.0,13.41
Malawi,MWI,1968,4370664.0,5.505
Malaysia,MYS,1968,10375877.0,32.013000000000005
Maldives,MDV,1968,109901.0,11.515999999999998
Mali,MLI,1968,5780834.0,13.619000000000002
Malta,MLT,1968,307900.0,89.682
Marshall Islands,MHL,1968,18965.0,48.229
Mauritania,MRT,1968,1083586.0,12.606
Mauritius,MUS,1968,798413.0,39.994
Mexico,MEX,1968,48893607.0,57.411
"Micronesia, Fed. Sts.",FSM,1968,58404.0,24.295
Moldova,MDA,1968,2960000.0,30.26
Monaco,MCO,1968,23296.0,100.0
Mongolia,MNG,1968,1207108.0,43.717
Montenegro,MNE,1968,516628.0,25.079
Morocco,MAR,1968,15335173.0,33.419000000000004
Mozambique,MOZ,1968,8860823.0,6.471
Myanmar,MMR,1968,25853248.0,22.073
Namibia,NAM,1968,737802.0,21.386999999999997
Nepal,NPL,1968,11524132.0,3.867
Netherlands,NLD,1968,12729721.0,61.3
New Caledonia,NCL,1968,99500.0,49.156000000000006
New Zealand,NZL,1968,2748100.0,80.277
Nicaragua,NIC,1968,2256779.0,45.293
Niger,NER,1968,4258415.0,7.906000000000001
Nigeria,NGA,1968,53640547.0,17.269000000000002
Northern Mariana Islands,MNP,1968,12318.0,64.592
Norway,NOR,1968,3816486.0,62.34
Oman,OMN,1968,679593.0,26.575
Pakistan,PAK,1968,55045897.0,24.289
Palau,PLW,1968,11206.0,59.141999999999996
Panama,PAN,1968,1434660.0,46.385
Papua New Guinea,PNG,1968,2313017.0,7.625
Paraguay,PRY,1968,2350900.0,36.735
Peru,PER,1968,12629333.0,55.207
Philippines,PHL,1968,33797041.0,32.403
Poland,POL,1968,32294655.0,51.326
Portugal,PRT,1968,8836650.0,38.025
Puerto Rico,PRI,1968,2662064.0,55.702
Qatar,QAT,1968,93043.0,87.848
Romania,ROM,1968,19799831.0,39.328
Russian Federation,RUS,1968,128928000.0,60.783
Rwanda,RWA,1968,3527260.0,3.0660000000000003
Samoa,WSM,1968,137503.0,19.844
San Marino,SMR,1968,18587.0,57.663000000000004
Sao Tome and Principe,STP,1968,70040.0,26.264
Saudi Arabia,SAU,1968,5389848.0,44.653999999999996
Senegal,SEN,1968,3975614.0,28.506999999999998
Seychelles,SYC,1968,51134.0,36.641
Sierra Leone,SLE,1968,2435197.0,22.484
Singapore,SGP,1968,2012000.0,100.0
Slovak Republic,SVK,1968,4483915.0,39.435
Slovenia,SVN,1968,1704546.0,35.169000000000004
Solomon Islands,SLB,1968,149926.0,8.292
Somalia,SOM,1968,3311111.0,21.563000000000002
South Africa,ZAF,1968,21153722.0,47.59
South Sudan,SSD,1968,3484335.0,8.656
Spain,ESP,1968,33113134.0,64.168
Sri Lanka,LKA,1968,11992000.0,18.742
St. Kitts and Nevis,KNA,1968,46399.0,32.878
St. Lucia,LCA,1968,101181.0,23.403000000000002
St. Vincent and the Grenadines,VCT,1968,88615.0,29.697
Sudan,SDN,1968,9598196.0,15.197000000000001
Suriname,SUR,1968,359735.0,46.412
Swaziland,SWZ,1968,422266.0,8.344
Sweden,SWE,1968,7912273.0,79.51899999999999
Switzerland,CHE,1968,6067714.0,56.114
Syrian Arab Republic,SYR,1968,5963248.0,42.001000000000005
Tajikistan,TJK,1968,2743461.0,36.368
Tanzania,TZA,1968,12787494.0,6.803999999999999
Thailand,THA,1968,34790945.0,20.555999999999997
Timor-Leste,TMP,1968,577824.0,12.253
Togo,TGO,1968,1945781.0,18.7
Tonga,TON,1968,81096.0,20.127
Trinidad and Tobago,TTO,1968,931466.0,12.761
Tunisia,TUN,1968,4933131.0,41.848
Turkey,TUR,1968,33196289.0,36.577
Turkmenistan,TKM,1968,2066889.0,47.575
Turks and Caicos Islands,TCA,1968,5563.0,50.42
Tuvalu,TUV,1968,7128.0,20.719
Uganda,UGA,1968,8872866.0,6.2829999999999995
Ukraine,UKR,1968,46409007.0,53.196999999999996
United Arab Emirates,ARE,1968,185312.0,79.8
United Kingdom,GBR,1968,55211700.0,77.4
United States,USA,1968,200706000.0,72.97399999999999
Uruguay,URY,1968,2774771.0,81.958
Uzbekistan,UZB,1968,11240523.0,36.086999999999996
Vanuatu,VUT,1968,80669.0,11.918
"Venezuela, RB",VEN,1968,10881995.0,69.973
Vietnam,VNM,1968,40856000.0,17.529
Virgin Islands (U.S.),VIR,1968,54600.0,67.14
"Yemen, Rep.",YEM,1968,5937125.0,12.347000000000001
Zambia,ZMB,1968,3916928.0,27.791
Zimbabwe,ZWE,1968,4874113.0,16.305999999999997
Arab World,ARB,1969,118706804.0,38.0625830775041
Caribbean small states,CSS,1969,4825706.0,33.986281122803604
Central Europe and the Baltics,CEB,1969,98602140.0,50.21565769332189
East Asia & Pacific (all income levels),EAS,1969,1256733708.0,24.7678120691616
East Asia & Pacific (developing only),EAP,1969,1086235891.0,18.7455731422697
Euro area,EMU,1969,285855062.0,66.7431732363795
Europe & Central Asia (all income levels),ECS,1969,732044571.0,60.28412320486011
Europe & Central Asia (developing only),ECA,1969,180865403.0,44.37572092906299
European Union,EUU,1969,439730660.0,65.3114414922512
Fragile and conflict affected situations,FCS,1969,150217067.0,22.8851454476618
Heavily indebted poor countries (HIPC),HPC,1969,203029611.0,15.8135077915901
High income,HIC,1969,1007897797.0,67.81681409248489
High income: nonOECD,NOC,1969,211459827.0,63.84708664453301
High income: OECD,OEC,1969,796437970.0,68.8001770824236
Latin America & Caribbean (all income levels),LCN,1969,280641049.0,56.2857807579723
Latin America & Caribbean (developing only),LAC,1969,229213906.0,52.40629312043139
Least developed countries: UN classification,LDC,1969,301284584.0,12.4253751914369
Low & middle income,LMY,1969,2601862909.0,24.3107501398193
Low income,LIC,1969,193701378.0,14.724341950985
Lower middle income,LMC,1969,1159046256.0,22.2264951452792
Middle East & North Africa (all income levels),MEA,1969,135019358.0,41.8775432531163
Middle East & North Africa (developing only),MNA,1969,124329068.0,40.2502757154425
Middle income,MIC,1969,2408161531.0,25.0822180295721
North America,NAC,1969,223759000.0,73.5112239016084
OECD members,OED,1969,880830298.0,66.9841215201365
Other small states,OSS,1969,7960631.0,19.6964722516343
Pacific island small states,PSS,1969,1119515.0,25.737658231466302
Small states,SST,1969,13905852.0,25.1417779208351
South Asia,SAS,1969,697060567.0,18.4414894883101
Sub-Saharan Africa (all income levels),SSF,1969,284502453.0,17.671025537660302
Sub-Saharan Africa (developing only),SSA,1969,284158074.0,17.6578615697473
Upper middle income,UMC,1969,1249115275.0,27.7293025840846
World,WLD,1969,3609760706.0,36.338681039337295
Afghanistan,AFG,1969,10849510.0,11.152000000000001
Albania,ALB,1969,2081695.0,31.548000000000002
Algeria,DZA,1969,14144437.0,39.334
American Samoa,ASM,1969,26615.0,69.98
Andorra,ADO,1969,23061.0,78.42399999999999
Angola,AGO,1969,6177703.0,14.436
Antigua and Barbuda,ATG,1969,64307.0,34.245
Argentina,ARG,1969,23605992.0,78.39399999999999
Armenia,ARM,1969,2456370.0,59.042
Aruba,ABW,1969,58724.0,50.638999999999996
Australia,AUS,1969,12263000.0,84.92200000000001
Austria,AUT,1969,7441055.0,65.208
Azerbaijan,AZE,1969,5066080.0,49.963
"Bahamas, The",BHS,1969,164250.0,66.093
Bahrain,BHR,1969,206469.0,83.52600000000001
Bangladesh,BGD,1969,63422570.0,7.296
Barbados,BRB,1969,237911.0,37.433
Belarus,BLR,1969,8960304.0,42.76
Belgium,BEL,1969,9646032.0,93.70700000000001
Belize,BLZ,1969,119260.0,51.238
Benin,BEN,1969,2846652.0,15.776
Bermuda,BMU,1969,54000.0,100.0
Bhutan,BTN,1969,282210.0,5.781000000000001
Bolivia,BOL,1969,4413584.0,39.47
Bosnia and Herzegovina,BIH,1969,3702834.0,26.283
Botswana,BWA,1969,671305.0,6.81
Brazil,BRA,1969,93585746.0,54.94
Brunei Darussalam,BRN,1969,123875.0,59.908
Bulgaria,BGR,1969,8434172.0,51.034
Burkina Faso,BFA,1969,5528172.0,5.632000000000001
Burundi,BDI,1969,3392949.0,2.7260000000000004
Cabo Verde,CPV,1969,264885.0,19.255
Cambodia,KHM,1969,6902025.0,14.579
Cameroon,CMR,1969,6600479.0,19.577
Canada,CAN,1969,21028000.0,75.161
Cayman Islands,CYM,1969,8831.0,100.0
Central African Republic,CAF,1969,1792150.0,26.645
Chad,TCD,1969,3569778.0,10.862
Channel Islands,CHI,1969,119971.0,36.346
Chile,CHL,1969,9377005.0,74.547
China,CHN,1969,796025000.0,17.528
Colombia,COL,1969,21490948.0,54.063
Comoros,COM,1969,223629.0,19.035
"Congo, Dem. Rep.",ZAR,1969,19458874.0,24.37
"Congo, Rep.",COG,1969,1296137.0,38.345
Costa Rica,CRI,1969,1798315.0,38.211999999999996
Cote d'Ivoire,CIV,1969,5010962.0,27.404
Croatia,HRV,1969,4387000.0,39.13
Cuba,CUB,1969,8563191.0,60.081
Curacao,CUW,1969,142581.0,78.093
Cyprus,CYP,1969,606117.0,40.242
